wafer_id,x,y,hbin,sbin,test_000,test_001,test_002,test_003,test_004,test_005,test_006,test_007,test_008,test_009,test_010,test_011,test_012,test_013,test_014,test_015,test_016,test_017,test_018,test_019
W01,-7,2,1,1,48.7934,48.5644,59.1714,63.7388,73.3079,76.7888,72.5497,84.8442,91.0974,98.3968,53.4732,58.4402,66.5311,64.0223,61.828,75.73,83.1042,86.6874,93.1915,93.0542
W01,-6,2,1,1,51.8549,54.9609,59.4176,57.9631,67.8192,72.465,83.7464,83.685,88.6217,97.174,54.3626,59.425,55.2637,70.1809,67.2046,79.6634,82.8093,83.3977,88.7242,93.6732
W01,-5,2,1,1,46.933,57.2124,60.1584,68.6627,69.3972,71.17,83.7669,79.4477,87.576,98.1501,48.5392,54.9725,60.2498,61.7005,72.2165,75.9776,74.3763,86.9034,96.5408,92.7776
W01,-4,2,1,1,54.2389,54.5252,54.1818,62.7442,70.2136,71.611,76.953,80.2974,89.7968,94.2869,47.9874,57.4581,59.7249,62.7569,72.0858,77.5808,82.2558,88.8478,89.5408,96.4444
W01,-3,2,1,1,45.9222,52.961,57.7791,63.4809,69.4245,72.7307,84.8429,85.8074,93.5009,94.6725,49.4595,48.5589,56.3907,63.8311,73.5309,69.6719,82.5568,83.2274,89.905,94.6671
W01,-2,2,1,1,51.5592,56.3908,59.7497,63.0231,71.1315,73.5029,81.8559,83.2652,90.8452,99.2505,48.8944,61.4979,62.922,61.258,67.4331,75.4396,77.6961,84.7326,87.5711,98.4283
W01,-1,2,1,1,51.9328,62.1233,63.1002,64.3898,72.0355,77.9877,81.1977,86.1302,87.3868,91.6971,48.9621,54.8624,60.9043,69.4551,69.3525,78.0354,81.6233,93.2582,89.0299,97.5963
W01,0,2,1,1,50.0564,54.6405,65.2133,65.5342,70.324,69.6439,86.047,80.1397,86.615,94.8438,43.1006,55.573,56.4121,69.7688,68.2332,77.9113,82.694,82.6966,88.7094,90.7192
W01,1,2,1,1,48.1803,57.0719,63.3607,63.1186,67.3625,70.5712,74.5226,86.9916,86.11,95.9016,42.8488,53.1252,60.1497,62.4937,68.7736,75.6377,84.4646,94.1544,81.6464,100.6914
W01,2,2,2,2,50.5463,53.4203,58.837,64.2753,67.9248,75.9498,80.0938,83.9135,89.8334,97.1071,50.1051,56.5474,56.6481,68.8864,68.8434,78.2788,82.1469,81.1855,85.9493,96.9747
W01,3,2,2,2,46.1291,58.5276,59.9109,64.4406,61.882,68.6319,80.4443,83.863,87.5692,93.7442,49.331,62.2944,61.8798,61.4881,71.9466,73.9748,77.6207,90.7268,91.939,99.1385
W01,4,2,1,1,51.5897,60.0925,64.2487,61.327,68.7258,74.8319,77.6585,81.7906,92.2547,95.1598,49.3658,54.185,63.6444,63.7021,68.298,74.3074,80.6145,85.0827,88.0566,96.9226
W01,5,2,1,1,52.0011,55.3153,60.3907,65.049,70.3209,69.9631,79.5941,84.8879,92.3032,95.9347,53.5668,56.1476,57.7368,63.4433,67.5879,76.219,73.8812,84.0115,89.7577,97.5214
W01,6,2,1,1,53.9905,50.5852,56.2006,61.5553,69.2009,72.7445,79.9179,84.5096,87.7562,94.3754,46.1937,50.7969,64.3328,65.6837,70.1082,79.7269,84.8394,84.3894,93.854,96.172
W01,7,2,3,3,49.5817,56.0923,60.0528,62.4802,69.4363,74.1696,79.2702,85.1111,90.7923,96.5162,48.5266,55.5714,55.815,62.3816,70.0386,75.5797,84.9131,85.3232,94.2352,93.8306
W01,8,2,1,1,46.1274,53.3996,63.2862,62.9371,70.669,75.6277,74.8783,85.6845,94.2136,94.7731,48.9273,52.4358,60.5991,69.3091,67.6596,79.5304,79.9216,85.3135,94.1148,92.5354
W01,9,2,1,1,45.188,57.9445,55.1847,69.8903,71.0897,75.5512,79.1351,84.2915,93.1133,99.1015,49.7226,60.9484,53.0384,67.7231,70.4146,81.7354,79.3943,88.6651,84.8453,95.7539
W01,10,2,2,2,51.4557,56.2855,57.938,66.308,69.9151,75.4942,82.5816,83.5848,92.8015,103.194,48.7852,57.637,55.9936,63.4096,69.4551,74.2449,81.2692,84.0341,90.0465,96.8445
W01,11,2,3,3,49.1133,57.4754,61.3077,65.8294,71.3954,79.0695,80.6426,82.4727,86.0741,95.7766,43.6022,71.5,55.9786,69.3584,67.409,73.1099,80.0116,83.1766,110.0,115.5
W01,12,2,3,3,66.0,51.8768,62.2854,82.5,70.1418,74.4448,99.0,87.164,110.0,90.3962,51.5142,56.1623,77.0,66.2597,70.1547,73.3719,78.2569,86.3266,88.2452,91.5978
W01,-12,3,1,1,45.5834,56.3626,60.2042,66.562,88.0,79.7244,80.9957,86.8321,88.4673,95.577,54.4655,51.6083,58.401,70.337,65.8224,93.5,82.4957,79.5155,87.7245,88.4616
W01,-11,3,1,1,66.0,54.3491,57.1833,58.6737,70.0982,76.9475,79.0673,85.8771,92.3845,99.2186,48.7272,55.2981,61.0774,67.1375,70.3437,73.5639,99.0,83.1588,86.7358,95.2613
W01,-10,3,1,1,44.8671,54.4332,61.0945,63.9454,73.7035,75.3552,83.4207,87.9596,97.0595,97.1478,53.0174,55.5148,59.8522,61.5727,74.8406,75.5724,75.4562,84.1014,88.2148,94.2597
W01,-9,3,2,2,48.5675,54.9777,57.3336,60.2766,70.3407,77.5573,77.4105,86.1829,91.2756,95.7925,53.4758,58.2595,63.1776,61.4734,66.7217,69.3528,83.7342,89.1311,92.219,95.4374
W01,-8,3,1,1,52.9422,53.3972,60.2444,64.3098,72.0468,74.2317,83.4754,81.9611,92.8752,95.9935,49.8733,58.191,60.6107,61.6414,73.4857,71.2343,78.178,87.3962,96.9831,95.5037
W01,-7,3,1,1,51.3107,52.4987,61.5238,58.7649,66.6057,78.9369,79.5195,84.343,91.7711,93.0625,47.5663,52.6708,59.1788,61.9493,67.9255,74.8829,80.4345,83.2499,93.9762,98.3281
W01,-6,3,1,1,48.6676,53.7007,57.0917,60.5175,73.3635,77.1075,82.989,87.7777,93.0494,94.7613,47.731,52.0316,55.7918,65.0025,65.4347,76.7088,78.5343,84.1287,95.9421,96.5977
W01,-5,3,2,2,52.2142,54.2912,65.5868,71.228,64.4546,72.6978,82.1339,87.053,93.3041,95.0272,47.1537,53.3924,59.9012,58.5884,68.7429,76.8503,75.9593,80.2019,90.526,91.9598
W01,-4,3,1,1,53.9175,48.5087,58.2565,68.0793,71.5707,76.7694,81.3171,84.3994,88.2958,97.928,53.5324,56.1739,63.1017,67.1647,69.9369,73.1004,81.0616,86.9647,93.0653,96.4454
W01,-3,3,1,1,49.1385,48.0927,60.1893,63.8625,65.7405,70.1956,82.1002,80.1721,84.2553,94.6041,51.255,55.9841,51.1808,64.0385,70.1217,73.1208,80.9196,86.5326,87.301,98.5301
W01,-2,3,2,2,47.6451,56.9001,61.4328,63.3224,68.4368,78.8819,75.7046,89.6613,91.5037,96.9043,47.4446,49.2265,60.4627,61.7904,70.8095,76.948,82.8859,84.4441,87.1462,93.6222
W01,-1,3,1,1,53.3581,55.68,56.9773,66.014,67.6288,75.6002,81.6657,85.7211,90.659,98.7125,53.085,58.153,59.9504,64.2909,69.8281,69.9319,82.2363,86.6682,86.7631,99.9306
W01,0,3,1,1,51.4854,57.0666,60.8712,60.3954,75.6505,72.4887,76.7665,83.4488,89.5295,92.7603,50.2083,54.1546,53.1031,63.8002,69.6222,76.8687,73.2084,83.2525,92.3538,100.2069
W01,1,3,1,1,51.9064,55.6359,62.568,61.3792,73.2389,78.3837,83.3153,90.12,91.9742,95.2256,50.7995,59.5225,59.6526,64.6615,69.9018,81.6791,77.9799,81.7298,87.5135,91.4892
W01,2,3,1,1,50.5573,54.2538,59.3269,63.3482,67.2649,74.889,84.004,83.9738,94.1479,96.1874,45.7825,57.3316,62.52,58.4346,72.9757,74.4823,81.418,79.1786,88.5799,93.3086
W01,3,3,1,1,52.4459,48.7426,64.7834,59.1921,67.7338,73.8778,79.3498,89.0601,85.287,93.2069,50.7636,55.4623,57.7249,66.3648,70.2181,70.6276,80.7483,81.0635,88.8407,97.6113
W01,4,3,1,1,46.1013,54.721,61.8308,63.9745,68.3567,80.7281,81.374,83.341,89.6247,95.7165,52.9638,57.194,58.6054,63.5558,71.6325,74.3315,79.7984,80.5945,92.7553,87.8528
W01,5,3,1,1,48.0535,53.5888,65.438,70.1647,76.3857,68.8437,74.4946,84.896,90.541,94.5012,48.6944,53.3303,58.1202,65.6993,72.9415,72.2352,79.9797,90.0894,92.2638,97.2099
W01,6,3,1,1,48.1031,52.9694,53.1745,69.7145,63.8219,73.4803,76.7102,85.2831,87.8108,96.0127,53.3583,52.7273,65.6374,66.8505,71.4507,72.4879,80.4566,82.5538,86.0301,92.0901
W01,7,3,2,2,49.6487,53.373,56.666,65.9183,71.4415,75.5772,80.2854,86.5922,89.7945,97.114,49.3999,57.8413,62.7586,63.4731,71.2851,74.2127,77.7739,87.1275,89.0213,95.5384
W01,8,3,1,1,54.1737,58.0862,56.3076,64.1668,69.7645,79.2044,78.106,81.0008,90.4319,96.0212,49.8665,56.7564,56.671,65.6863,74.6633,78.1748,81.7962,85.014,91.0383,95.9322
W01,9,3,1,1,52.6924,54.5037,60.5834,71.5753,70.5861,74.7249,76.8162,85.3085,85.2849,92.6289,54.9968,54.7851,58.0135,64.4468,73.3468,79.7056,78.6149,86.4309,89.4702,98.4138
W01,10,3,1,1,50.6939,55.3006,58.0058,64.9555,69.0459,75.6961,99.0,85.997,85.9576,92.4359,66.0,71.5,56.0882,62.9214,64.3473,78.313,79.4472,88.3206,90.0359,95.7558
W01,11,3,1,1,49.4223,58.8412,77.0,64.0517,66.8461,77.0663,73.9464,86.459,92.0881,94.8027,66.0,49.2621,60.3415,65.3857,69.5738,75.4354,80.9088,83.0257,88.5581,96.1934
W01,12,3,1,1,51.435,71.5,64.8123,60.93,70.4715,76.9705,82.3963,84.5193,95.3097,97.398,51.2954,56.0316,58.6924,68.4337,73.0787,79.072,82.9411,88.8943,91.2588,91.0533
W01,-11,4,1,1,56.925,55.669,62.7904,65.7642,67.3205,71.3385,75.2499,82.9587,89.3897,95.446,66.0,52.9736,63.2094,64.072,69.0935,93.5,80.4536,104.5,95.2629,92.2146
W01,-10,4,1,1,48.8961,55.2833,60.0206,69.3618,71.86,72.6099,81.1885,87.7218,110.0,90.4599,51.4963,52.2702,61.995,82.5,69.0794,73.9067,81.4207,83.6117,88.1165,94.9485
W01,-9,4,1,1,49.3862,47.9633,57.5954,61.6804,72.8072,76.1006,77.0207,85.3562,89.4799,96.1542,52.2586,52.1462,54.5542,62.342,69.0201,75.1273,80.0393,83.6887,89.9859,92.6577
W01,-8,4,1,1,51.6386,48.5029,61.6044,64.1447,73.4498,72.0736,79.4881,82.2395,85.8438,95.7074,51.728,59.9994,59.2802,64.4699,69.324,74.2645,77.6706,85.7076,87.9579,98.7358
W01,-7,4,1,1,51.8708,58.5023,58.024,64.1462,69.378,75.1178,79.8538,86.0156,86.684,96.9464,44.4345,60.5945,60.4075,63.3584,72.1319,72.0206,77.4,85.2794,87.3481,90.3187
W01,-6,4,1,1,52.3796,54.7284,58.3685,64.8029,66.6087,72.1909,87.2576,81.9622,95.0381,95.4262,49.7054,56.4651,64.3794,62.7613,74.8633,70.4811,84.6975,83.3883,89.4497,95.9365
W01,-5,4,1,1,49.4451,57.6069,66.2996,62.8331,67.3462,70.0394,77.584,84.6403,92.6025,95.572,52.3197,55.6305,60.4184,65.6547,72.9816,77.0753,76.8782,91.7682,85.0546,87.5587
W01,-4,4,1,1,50.2308,52.7079,59.6245,63.9566,67.0752,78.03,81.04,89.7206,91.7542,98.0616,51.2275,56.9135,65.1882,62.0405,72.8176,79.4046,78.6409,85.3749,86.606,94.6613
W01,-3,4,1,1,48.1533,52.2182,64.487,67.1235,76.733,80.0222,78.1868,82.699,88.121,96.467,51.2859,58.2672,54.8086,62.1733,70.2229,78.8185,83.7604,84.0726,89.8303,92.022
W01,-2,4,1,1,52.0043,52.2835,59.5897,67.7181,70.7689,76.5083,77.8947,85.7986,92.2755,95.2815,56.0871,60.0969,61.1959,66.0901,69.742,76.3207,79.2935,87.9658,86.3311,91.8795
W01,-1,4,1,1,49.5497,52.2135,61.3727,69.1421,72.4544,74.6058,81.5292,82.292,89.7204,95.8405,47.573,55.207,58.6777,67.9132,67.1186,78.0336,84.5308,83.1069,92.1845,95.9854
W01,0,4,1,1,46.1193,56.0548,61.7641,65.996,67.1058,71.8477,77.1197,87.0768,86.3552,97.7455,50.3309,53.1056,61.1064,59.2456,68.5025,73.6554,77.9098,87.4777,83.8374,96.062
W01,1,4,1,1,52.9277,56.053,60.3214,63.4617,70.2455,72.5686,78.2803,85.7992,92.4076,96.7827,49.0644,53.9634,51.5449,66.218,70.2188,74.3031,79.7943,89.5847,88.6524,97.1833
W01,2,4,1,1,49.2397,56.3764,60.2499,63.2122,71.6176,78.5747,81.7467,82.393,92.0951,98.4653,51.9942,56.8192,61.859,62.4294,70.197,74.7517,80.544,83.831,87.8502,97.5498
W01,3,4,2,2,47.4138,56.6366,62.7949,64.9848,68.3497,74.5009,74.019,84.5341,84.3115,96.6736,45.7067,56.6559,59.5799,62.8278,67.2284,76.0371,79.3471,85.1481,96.8825,98.8481
W01,4,4,1,1,50.1469,56.1975,62.6485,64.5931,69.1767,75.5559,80.2371,88.7255,89.1589,98.3786,55.5875,56.363,58.5785,68.3971,67.4088,70.8265,80.1081,87.7911,87.4942,96.139
W01,5,4,1,1,52.4311,57.6947,58.8992,63.0561,69.2967,74.7509,82.0908,83.8086,87.783,97.2835,54.9694,58.4919,59.0336,67.3917,65.7293,78.5512,86.0276,81.8835,93.8457,93.059
W01,6,4,1,1,52.1076,56.1427,63.4568,60.7035,66.0635,74.7869,80.7894,90.6816,86.9322,96.524,48.4555,56.8362,64.1951,67.2002,68.7542,75.9522,82.3787,89.1068,91.5188,93.798
W01,7,4,1,1,52.1472,59.8928,61.3102,58.0035,71.2736,74.6268,77.0759,85.5566,90.4119,95.7412,51.6451,46.5805,58.4478,61.8565,70.8958,77.9557,79.5136,83.9652,87.0982,96.2745
W01,8,4,1,1,51.3815,54.0379,64.3783,65.0534,75.7604,78.0153,77.3927,79.3993,91.4788,92.0078,52.3325,56.7024,61.2648,68.5602,64.0321,72.0705,82.4782,80.4923,89.6033,98.0639
W01,9,4,1,1,46.4338,54.4325,59.6856,65.2918,72.3104,72.6399,78.3571,84.02,86.7365,97.854,49.1781,51.6523,63.3928,67.1792,70.3993,72.0109,82.2483,83.0833,86.2785,94.2076
W01,10,4,1,1,66.0,52.9652,77.0,61.6528,67.3037,75.4209,80.572,81.4768,92.1622,94.601,66.0,48.8384,59.6035,82.5,88.0,72.2417,81.7305,83.3721,110.0,93.5349
W01,11,4,1,1,51.804,58.5635,59.8725,65.5963,69.4588,74.5937,74.6687,90.0353,89.2379,115.5,49.9739,61.8059,58.6148,69.4407,72.0438,74.7445,79.8108,104.5,87.1547,97.0696
W01,-11,5,2,2,47.2355,57.9253,77.0,63.5326,70.8486,71.6095,77.832,84.7412,94.1092,115.5,52.8053,71.5,77.0,68.7431,70.6264,72.6186,83.2778,81.7423,94.8045,97.6857
W01,-10,5,1,1,53.0476,56.2812,61.8675,68.4024,71.8195,93.5,84.6102,88.6177,86.0103,115.5,49.0204,56.7074,60.38,64.2219,68.8288,76.7116,86.2545,104.5,87.7743,115.5
W01,-9,5,1,1,46.7676,56.7878,77.0,68.0664,71.014,93.5,75.6378,85.797,87.5055,93.3395,49.3752,50.0557,61.1537,64.3389,69.0143,73.2838,79.0906,78.9781,90.8585,99.949
W01,-8,5,1,1,54.3606,56.5867,58.405,66.5029,71.8383,75.5424,79.4586,87.8719,83.9007,96.5378,47.9497,54.1301,63.591,60.7652,68.9639,67.6768,77.4492,87.4161,83.6675,97.48
W01,-7,5,1,1,52.3221,61.1522,59.7496,68.5558,73.8672,77.8981,80.6758,81.4206,90.3796,92.6284,51.6698,53.7641,56.0308,55.6099,74.4375,72.8298,78.0276,84.5888,90.7539,94.2433
W01,-6,5,1,1,50.9592,55.7753,60.2881,62.3655,70.5074,75.8636,76.5668,84.8305,93.2945,95.008,59.6549,54.9944,63.1368,69.0539,65.346,75.4601,76.5025,83.7108,87.0944,93.3771
W01,-5,5,2,2,46.8136,59.1434,58.3641,61.075,71.9574,76.4257,79.1931,84.4812,93.1353,96.7198,46.5074,51.2063,60.5282,63.4365,73.9858,75.8088,84.9444,84.6994,86.8772,95.8192
W01,-4,5,1,1,54.3981,56.9989,56.2612,66.8931,73.4243,75.6749,79.5594,83.8312,91.7138,95.5296,50.1978,52.5633,63.6538,65.1021,71.0153,76.9246,84.7498,89.0679,86.9859,92.8525
W01,-3,5,1,1,55.2638,55.0294,54.9911,62.1099,65.9679,76.7301,80.3361,75.8014,86.2984,96.0311,44.1696,57.6048,62.7342,62.2302,65.3681,74.7851,80.4323,86.7099,90.6073,95.7431
W01,-2,5,1,1,53.915,57.9315,56.2717,63.3877,67.1915,82.2443,78.6737,83.3031,92.317,92.4693,50.5689,51.7019,54.3372,68.515,72.3757,77.3556,86.0768,85.005,93.2561,94.4743
W01,-1,5,1,1,45.6048,58.7344,66.0555,66.5371,68.6172,76.3675,87.2551,81.8917,87.7149,92.2946,45.37,48.0705,59.151,67.1137,68.8347,80.0515,79.7953,82.6512,89.0168,96.3444
W01,0,5,1,1,45.8337,50.6048,55.469,67.9805,69.7712,75.5525,83.8041,83.3449,90.0449,95.9919,47.1728,58.935,56.2989,67.7702,69.8241,73.3785,84.7203,84.9281,90.9012,96.1868
W01,1,5,2,2,48.6501,50.4556,63.3226,63.7794,66.2749,72.9383,89.1214,87.1219,93.3032,90.3468,51.1808,55.349,61.5284,67.0587,72.7914,73.2144,77.4114,87.0791,85.3276,96.027
W01,2,5,1,1,53.1055,50.9769,55.6426,67.8713,71.0126,70.6828,77.32,85.3592,89.9164,93.2085,49.6968,56.7497,59.11,64.9991,70.2834,74.299,83.3498,89.6511,87.9891,98.882
W01,3,5,1,1,45.043,56.6509,59.6063,68.9091,66.9815,76.299,78.5886,83.2645,87.4007,92.4186,51.7777,51.671,59.6459,70.727,72.0242,72.2498,79.4583,81.436,90.3298,96.795
W01,4,5,1,1,46.2681,49.1773,58.6723,67.8246,65.5656,77.4351,82.9907,87.8652,84.3777,99.2647,46.5829,53.1621,57.0571,58.8605,74.0231,73.4254,76.44,83.8723,89.699,94.6195
W01,5,5,1,1,51.8477,62.4601,58.6453,68.918,70.8413,73.4276,78.5002,86.9387,89.5761,94.409,50.6983,55.2612,58.7282,66.4093,70.0391,75.5055,81.3146,85.5255,89.7771,93.4258
W01,6,5,1,1,48.0634,58.3137,62.4189,66.1255,63.251,81.1241,80.0795,86.1384,91.7246,97.208,49.7518,55.338,57.7829,65.3572,66.1313,76.8792,80.516,81.7724,88.1001,96.0353
W01,7,5,1,1,53.3524,55.1601,63.0588,61.8989,72.0864,76.7012,78.5953,86.5363,94.1492,96.7634,49.7074,56.2414,59.9491,67.47,74.3475,72.511,78.7906,84.665,90.9363,93.9632
W01,8,5,1,1,51.2074,51.8527,57.7474,67.3143,67.9716,72.8286,77.4767,90.0241,89.8109,95.6546,44.8064,56.4659,60.9305,65.3382,72.7044,75.1454,85.3677,81.9382,92.4393,91.2676
W01,9,5,1,1,66.0,55.4166,77.0,61.4326,71.8401,74.6914,81.3068,82.8687,92.8579,96.9116,49.478,53.196,60.6082,66.0168,88.0,72.3021,83.2105,84.9564,91.5272,95.8438
W01,10,5,1,1,66.0,52.7968,60.2744,59.7268,63.5211,75.2549,79.1204,78.168,89.8632,96.6733,51.7756,71.5,58.7807,82.5,73.0626,75.9038,99.0,86.4105,110.0,90.9152
W01,11,5,1,1,47.1641,51.9042,61.4952,71.9156,69.608,81.7682,78.8113,86.2233,92.694,97.3452,47.5131,52.5557,55.9317,82.5,65.6764,75.6974,99.0,85.7098,88.9996,115.5
W01,-11,6,1,1,51.6855,54.7121,61.738,63.5027,76.2598,93.5,80.9383,81.3145,91.748,91.732,52.097,57.5582,77.0,64.0831,68.9603,76.3327,85.333,86.17,110.0,93.9436
W01,-10,6,1,1,43.8273,57.841,64.6177,65.728,67.4205,74.7183,77.5042,85.6587,89.1427,100.239,52.1954,53.9202,55.3421,65.7198,71.2845,72.4039,78.9037,85.6039,89.8418,92.2531
W01,-9,6,2,2,51.8944,57.6965,53.763,82.5,88.0,72.3368,76.9209,85.3532,110.0,96.4149,48.2673,57.7292,63.5713,62.1071,88.0,77.3408,79.2421,104.5,87.2564,90.1998
W01,-8,6,1,1,47.0906,56.9631,62.9674,71.2066,68.5463,78.3954,81.873,82.1295,88.4728,97.9389,45.5126,54.5849,61.2025,67.4649,69.2146,71.3325,80.1013,82.8464,90.7674,97.2644
W01,-7,6,2,2,50.161,53.4986,62.9335,64.5053,69.0528,76.2875,76.2257,84.2623,86.9745,88.1576,50.7708,56.1339,54.6487,67.9676,66.0399,82.9119,77.9235,81.2249,91.6187,97.7021
W01,-6,6,2,2,47.7427,53.7235,55.6356,63.7023,71.6995,73.9197,77.7724,83.423,86.9873,93.515,45.497,62.4591,64.7944,64.3851,73.441,76.7046,80.8961,87.2816,94.6717,95.5959
W01,-5,6,3,3,50.1361,49.3958,59.1432,64.3614,69.2602,74.9977,81.0895,86.5959,90.4167,98.2503,52.1282,59.3689,65.3385,67.6886,64.8271,82.9254,84.338,84.1425,86.9821,97.0729
W01,-4,6,2,2,53.3378,49.9529,60.059,61.491,69.1616,71.245,80.0171,86.5716,91.7874,93.8926,48.7635,55.7985,64.5239,63.3474,67.7186,72.6443,80.3891,88.5769,91.2149,94.5192
W01,-3,6,1,1,58.6052,56.2271,62.9687,56.2269,71.3732,76.0625,76.8948,85.196,93.0166,94.7504,46.9961,53.8813,56.7399,61.6517,68.6036,81.2751,80.3403,83.9349,87.6536,86.4983
W01,-2,6,1,1,51.8044,58.8403,54.8671,64.4616,69.1627,74.4428,86.3099,81.1612,93.5287,89.2807,49.9109,54.7412,56.1201,64.8332,69.2724,74.2435,75.0373,86.233,89.0623,94.3606
W01,-1,6,1,1,47.1894,56.6238,67.8239,63.5396,71.8158,73.8186,82.8316,83.9819,87.4835,95.307,50.4213,55.5836,61.2718,71.3056,74.7753,75.9952,84.4123,83.8232,88.5571,99.0048
W01,0,6,2,2,54.0036,57.7642,60.2428,61.9393,71.2076,74.1278,82.5284,87.8752,84.981,97.0704,50.2845,59.865,59.0446,63.1291,74.0545,69.3328,80.6513,84.8178,84.6673,93.269
W01,1,6,3,3,45.3139,52.2705,61.6414,59.3236,66.6001,71.5032,77.7502,87.8083,92.7304,92.1151,48.7803,53.9821,63.4984,70.001,68.4904,78.9087,83.5817,82.2105,87.898,96.2176
W01,2,6,1,1,46.8995,53.8243,60.72,67.7372,70.5727,75.1691,84.6815,85.1175,90.6805,96.3057,49.6225,52.3287,56.3198,62.8623,69.7139,72.7415,77.2501,89.1197,86.8841,94.3581
W01,3,6,1,1,46.7988,59.124,60.7089,63.1273,70.3411,77.9685,80.666,80.0987,89.2046,102.5194,53.1315,49.1851,61.3625,59.7926,69.7917,75.6629,78.7186,86.3037,92.7208,93.5632
W01,4,6,2,2,55.9595,53.3124,59.6835,64.9531,72.4475,76.863,78.3566,81.7615,88.3671,92.0962,50.8905,55.2115,57.6362,65.8914,66.8105,79.4626,83.2313,85.646,91.1583,94.1626
W01,5,6,1,1,46.2971,59.8761,65.1193,69.4347,68.1314,78.2808,76.5451,85.1453,93.9106,96.1685,50.6022,53.4916,67.8317,64.8398,70.3309,75.5336,83.5133,83.3965,89.2492,92.2162
W01,6,6,1,1,55.0438,55.3654,59.7717,66.0006,62.5638,74.3021,77.6915,85.9185,88.8758,94.2343,52.6404,55.129,58.6566,63.727,72.4756,73.1537,76.5186,85.5497,93.2299,95.6729
W01,7,6,1,1,53.8576,51.9686,65.823,66.122,75.3132,77.0338,77.7502,81.4536,87.2015,92.7371,51.1527,55.3509,57.7419,64.9101,70.0922,73.4046,78.125,88.7858,90.3116,95.0278
W01,8,6,1,1,50.8683,53.6195,64.2075,66.1025,70.7571,72.539,81.3283,85.9686,92.3292,95.1608,47.6219,54.4059,61.7392,61.7896,75.027,72.0332,78.1531,87.9964,89.2471,90.7512
W01,9,6,1,1,50.7432,56.6897,58.596,82.5,73.1669,72.5175,75.3934,104.5,91.173,93.2427,48.9147,56.0927,62.6399,65.3288,69.4921,69.5646,77.5061,87.1755,90.0518,94.4927
W01,10,6,2,2,49.7809,61.0082,63.8231,61.4649,68.8232,75.5524,76.6058,84.3412,86.1931,95.9839,49.8523,59.3144,57.9855,70.1892,88.0,75.3078,84.6419,93.388,94.6078,95.0194
W01,11,6,1,1,47.8564,51.597,59.4635,64.8072,70.856,80.3542,99.0,82.491,91.3681,97.48,47.1859,50.4962,59.2044,66.2348,88.0,75.7343,76.7188,85.6629,92.7772,94.5627
W01,-10,7,2,2,66.0,58.534,56.8496,63.3011,78.3443,93.5,80.437,87.4018,87.9416,93.8445,56.7336,53.3415,61.503,67.9306,88.0,80.9771,80.7507,84.7276,92.9019,94.2942
W01,-9,7,1,1,50.5398,54.2894,77.0,67.5211,68.4849,73.441,77.3455,87.4671,90.6512,96.7258,66.0,50.051,57.6024,68.859,67.2771,72.9819,80.7481,104.5,92.2206,94.2081
W01,-8,7,2,2,66.0,71.5,62.6082,66.4769,65.553,71.1821,77.8921,85.8687,88.3617,94.8294,50.6604,60.5757,64.4575,63.6925,67.4617,93.5,81.0539,83.8115,92.099,91.5264
W01,-7,7,1,1,47.8412,54.6697,57.1062,69.1418,66.0468,73.9434,81.1575,86.547,86.8998,91.5445,52.4276,50.4832,57.2492,63.8964,70.36,68.3418,85.8538,88.0378,89.7705,94.1121
W01,-6,7,1,1,45.8949,56.3699,57.6383,67.3375,69.1827,77.6592,77.367,85.7864,91.1159,101.1422,48.8503,53.7172,61.3874,63.3591,64.3596,70.751,82.8972,81.0192,87.4183,93.6089
W01,-5,7,1,1,55.0563,56.3538,60.8195,59.931,65.8228,73.1388,82.4322,85.2679,88.2118,91.0615,44.6468,54.3047,59.4484,67.7362,68.2514,77.3374,75.2751,86.8473,87.8008,96.6393
W01,-4,7,1,1,46.4868,53.5372,62.6452,63.2546,68.6761,77.3764,84.8785,79.5152,92.6368,96.8083,41.2068,51.3745,61.0554,62.8705,71.4423,70.1886,83.2414,87.8997,91.5147,93.0459
W01,-3,7,3,3,44.1214,53.2879,60.8815,60.8462,68.4296,77.2093,82.6469,84.1988,91.6109,93.4374,47.3227,58.1872,65.1193,66.5676,68.8697,75.7743,76.8898,89.6569,91.4235,92.3184
W01,-2,7,1,1,54.878,50.0536,59.1358,67.3736,68.8059,77.9242,82.5367,85.3463,90.7182,99.4248,51.4196,55.9159,59.4778,69.4286,70.4531,80.3778,78.9228,83.0381,81.4505,95.8396
W01,-1,7,1,1,52.4934,54.7832,62.2654,66.9302,68.9289,77.5409,83.4009,84.2267,100.4824,93.8731,46.8079,57.0664,59.8084,68.46,67.9612,71.3305,80.5086,86.5877,94.6728,91.7783
W01,0,7,2,2,49.2339,58.8386,57.3546,66.9723,69.8445,73.7197,86.0488,89.0741,91.4133,95.014,49.2257,56.5471,57.532,63.6649,71.1684,75.1127,77.7299,82.7722,88.9533,97.9895
W01,1,7,1,1,46.8231,58.8158,59.6849,70.0386,74.8013,76.4364,84.0016,83.7003,88.1138,94.6969,50.0703,56.8267,61.7931,61.8533,73.262,76.8735,78.5913,86.2326,91.8064,95.5701
W01,2,7,1,1,45.1953,51.8753,63.4773,63.5246,73.163,75.9688,82.6819,80.7617,90.4494,100.0786,50.5252,58.4603,57.7374,64.6484,67.8453,74.3962,82.757,84.8035,93.2388,95.1684
